reporting_date,in_sample,stage,grade,n_loans,ead,ead_lo,ead_hi,ead_n,ead_method,ecl,ecl_lo,ecl_hi,ecl_n,ecl_method,coverage,coverage_lo,coverage_hi,coverage_n,coverage_method,synthetic
2020-12-01,False,1,F,66,12055280.620000001,,,66,"none: population count, not an estimate",80021.83577110327,72019.65219399295,88024.0193482136,66,synthetic fixture interval,0.006637907344798355,0.0059741166103185195,0.0073016980792781905,66,synthetic fixture interval,True
2020-12-01,False,2,F,16,2402364.5,,,16,"none: population count, not an estimate",72979.72022748888,65681.74820474,80277.69225023777,16,synthetic fixture interval,0.030378287819141883,0.027340459037227694,0.03341611660105607,16,synthetic fixture interval,True
2020-12-01,False,1,G,134,23860903.83,,,134,"none: population count, not an estimate",661553.2799325185,595397.9519392666,727708.6079257703,134,synthetic fixture interval,0.027725407413140668,0.024952866671826602,0.030497948154454734,134,synthetic fixture interval,True
2020-12-01,False,2,G,41,7105723.78,,,41,"none: population count, not an estimate",917399.779867825,825659.8018810425,1009139.7578546074,41,synthetic fixture interval,0.12910715477710633,0.11619643929939569,0.14201787025481696,41,synthetic fixture interval,True
2021-12-01,False,1,D,15,2351971.5700000003,,,15,"none: population count, not an estimate",3954.413659982932,3558.972293984639,4349.8550259812255,15,synthetic fixture interval,0.0016813186479048008,0.0015131867831143207,0.0018494505126952809,15,synthetic fixture interval,True
2021-12-01,False,1,E,47,7818644.77,,,47,"none: population count, not an estimate",26413.905293053187,23772.51476374787,29055.295822358505,47,synthetic fixture interval,0.0033783227234472743,0.0030404904511025467,0.003716154995792002,47,synthetic fixture interval,True
2021-12-01,False,1,F,75,13511660.74,,,75,"none: population count, not an estimate",90861.82652891822,81775.6438760264,99948.00918181003,75,synthetic fixture interval,0.006724697154357223,0.006052227438921501,0.007397166869792945,75,synthetic fixture interval,True
2021-12-01,False,1,G,145,26381389.56,,,145,"none: population count, not an estimate",654329.7779017455,588896.800111571,719762.75569192,145,synthetic fixture interval,0.02480270330012691,0.022322432970114218,0.0272829736301396,145,synthetic fixture interval,True
2022-12-01,False,1,D,14,2285372.05,,,14,"none: population count, not an estimate",3865.660350841736,3479.0943157575625,4252.22638592591,14,synthetic fixture interval,0.0016914796655720615,0.0015223316990148554,0.0018606276321292677,14,synthetic fixture interval,True
2022-12-01,False,1,E,48,8228819.5200000005,,,48,"none: population count, not an estimate",28457.218250857994,25611.496425772195,31302.940075943792,48,synthetic fixture interval,0.003458238229881361,0.003112414406893225,0.0038040620528694974,48,synthetic fixture interval,True
2022-12-01,False,1,F,71,12433390.290000001,,,71,"none: population count, not an estimate",83177.08102637161,74859.37292373445,91494.78912900877,71,synthetic fixture interval,0.006689815013148083,0.006020833511833275,0.0073587965144628915,71,synthetic fixture interval,True
2022-12-01,False,1,G,158,30430754.4,,,158,"none: population count, not an estimate",774862.7643700745,697376.487933067,852349.040807082,158,synthetic fixture interval,0.025463146729286294,0.022916832056357663,0.028009461402214924,158,synthetic fixture interval,True
2022-12-01,False,2,G,10,1397941.44,,,10,"none: population count, not an estimate",283963.0377465532,255566.73397189786,312359.3415212085,10,synthetic fixture interval,0.20312942275075072,0.18281648047567564,0.2234423650258258,10,synthetic fixture interval,True
2023-12-01,False,1,D,15,2654206.35,,,15,"none: population count, not an estimate",4675.487097146224,4207.938387431602,5143.035806860847,15,synthetic fixture interval,0.0017615386600014064,0.0015853847940012658,0.001937692526001547,15,synthetic fixture interval,True
2023-12-01,False,1,E,40,7316228.13,,,40,"none: population count, not an estimate",26878.249733340388,24190.42476000635,29566.074706674426,40,synthetic fixture interval,0.003673785078287381,0.003306406570458643,0.00404116358611612,40,synthetic fixture interval,True
2023-12-01,False,1,F,72,12427627.94,,,72,"none: population count, not an estimate",83373.60422890814,75036.24380601733,91710.96465179895,72,synthetic fixture interval,0.006708730308907859,0.006037857278017073,0.007379603339798645,72,synthetic fixture interval,True
2023-12-01,False,1,G,162,30818446.73,,,162,"none: population count, not an estimate",875690.1194616259,788121.1075154634,963259.1314077885,162,synthetic fixture interval,0.02841447939065636,0.025573031451590726,0.031255927329721996,162,synthetic fixture interval,True
2023-12-01,False,2,G,14,2198222.68,,,14,"none: population count, not an estimate",314857.7469176967,283371.97222592705,346343.5216094664,14,synthetic fixture interval,0.14323287162049328,0.12890958445844394,0.15755615878254262,14,synthetic fixture interval,True
2023-12-01,False,3,G,11,1736625.1400000001,,,11,"none: population count, not an estimate",486255.03920000006,437629.53528000007,534880.54312,11,synthetic fixture interval,0.28,0.252,0.30800000000000005,11,synthetic fixture interval,True
2024-12-01,False,1,D,20,4118777.8,,,20,"none: population count, not an estimate",6989.580101896052,6290.622091706447,7688.538112085657,20,synthetic fixture interval,0.0016970034416267982,0.0015273030974641184,0.001866703785789478,20,synthetic fixture interval,True
2024-12-01,False,1,E,40,7086690.89,,,40,"none: population count, not an estimate",25293.28032550737,22763.952292956634,27822.608358058107,40,synthetic fixture interval,0.0035691242525053004,0.0032122118272547703,0.0039260366777558306,40,synthetic fixture interval,True
2024-12-01,False,1,F,66,12007050.24,,,66,"none: population count, not an estimate",80683.53288326772,72615.17959494094,88751.8861715945,66,synthetic fixture interval,0.006719679793999739,0.006047711814599765,0.0073916477733997135,66,synthetic fixture interval,True
2024-12-01,False,1,G,144,26458782.73,,,144,"none: population count, not an estimate",723774.2874972085,651396.8587474877,796151.7162469293,144,synthetic fixture interval,0.027354784038366397,0.024619305634529756,0.030090262442203038,144,synthetic fixture interval,True
2024-12-01,False,2,G,12,2013738.11,,,12,"none: population count, not an estimate",299518.8636430817,269566.9772787735,329470.75000738987,12,synthetic fixture interval,0.14873774407690069,0.1338639696692106,0.16361151848459077,12,synthetic fixture interval,True
2024-12-01,False,3,G,10,1675481.08,,,10,"none: population count, not an estimate",469134.70240000007,422221.2321600001,516048.17264000006,10,synthetic fixture interval,0.28,0.252,0.30800000000000005,10,synthetic fixture interval,True
2025-12-01,False,1,D,18,3101613.81,,,18,"none: population count, not an estimate",5372.063367301601,4834.857030571441,5909.269704031761,18,synthetic fixture interval,0.0017320220041519615,0.0015588198037367654,0.0019052242045671576,18,synthetic fixture interval,True
2025-12-01,False,1,E,42,7410303.18,,,42,"none: population count, not an estimate",25621.956931493165,23059.761238343846,28184.152624642484,42,synthetic fixture interval,0.0034576125037158287,0.003111851253344246,0.0038033737540874115,42,synthetic fixture interval,True
2025-12-01,False,1,F,80,13942694.15,,,80,"none: population count, not an estimate",91566.14054520219,82409.52649068196,100722.75459972241,80,synthetic fixture interval,0.006567320459023494,0.0059105884131211445,0.007224052504925844,80,synthetic fixture interval,True
2025-12-01,False,1,G,140,24683731.54,,,140,"none: population count, not an estimate",679929.0108273722,611936.109744635,747921.9119101095,140,synthetic fixture interval,0.02754563303062776,0.024791069727564986,0.030300196333690535,140,synthetic fixture interval,True
2025-12-01,False,2,G,18,3094744.57,,,18,"none: population count, not an estimate",402677.0053170092,362409.3047853083,442944.70584871015,18,synthetic fixture interval,0.13011639449035667,0.11710475504132101,0.14312803393939233,18,synthetic fixture interval,True
