period,n_active_loans,total_upb,n_dpd30p,upb_dpd30p,n_dpd90p,upb_dpd90p,n_at_risk_start,n_new_defaults,n_prepaid,upb_prepaid,n_credit_event_exits,net_loss,delinquency_rate_30p,delinquency_rate_90p,default_rate,loss_rate
2012-11-01,401,75277797.48,23,3886613.9,18,2885572.79,326,2,16,2556401.64,2,36587.64,0.051630281837517965,0.03833232223308136,0.006134969325153374,0.00048603494290226407
2012-12-01,383,72283765.6,24,4548946.97,18,2917978.7,361,1,17,2698175.59,1,23997.32,0.0629317929446664,0.04036838252377931,0.002770083102493075,0.00033198768493599345
2013-01-01,369,69183317.26,24,4446317.72,17,2757258.54,346,2,11,2493924.32,2,47698.16,0.0642686401302521,0.039854384686959426,0.005780346820809248,0.0006894459804629496
2013-02-01,405,76522339.0,23,3909933.46,17,2810001.4699999997,334,1,10,1910519.04,0,0.0,0.05109532080560161,0.03672132225336185,0.0029940119760479044,0.0
2013-03-01,396,74740841.91,23,4037110.13,17,2830455.58,370,2,8,1482798.6400000001,1,66169.99,0.05401477996275892,0.03787026621145537,0.005405405405405406,0.0008853257243165567
2013-04-01,380,71886035.24,22,3628229.65,15,2457213.37,360,0,14,2413964.84,1,49967.42,0.050471967717884675,0.03418206835021995,0.0,0.0006950921668329305
2013-05-01,405,77922728.17999999,20,3291835.32,15,2356492.57,345,2,8,1215235.28,1,0.0,0.0422448674075672,0.0302414022845369,0.005797101449275362,0.0
2013-06-01,393,75450862.6,24,4182781.48,16,2485224.19,369,1,12,2311889.9,0,0.0,0.05543715917702444,0.03293831381591123,0.0027100271002710027,0.0
2013-07-01,376,72008135.25,26,5307185.95,17,2970935.53,357,3,14,2976857.7800000003,2,32179.9,0.07370258834747426,0.04125833171051322,0.008403361344537815,0.00044689256135125373
2013-08-01,404,77599170.52,23,4797057.13,18,3301814.59,339,1,14,2372871.49,1,78955.65,0.06181840730840843,0.0425496119078877,0.0029498525073746312,0.0010174805925232202
2013-09-01,391,75379070.4,28,5965308.64,18,3861784.57,369,2,13,2061531.99,0,0.0,0.07913746625349732,0.05123152288171492,0.005420054200542005,0.0
2013-10-01,369,71199220.17,27,5520310.41,16,3819074.34,355,1,19,3502197.59,2,82277.8,0.07753329877517393,0.05363927204372918,0.0028169014084507044,0.001155599735552553
2013-11-01,392,75209659.97,25,5122341.24,15,3335333.53,337,2,14,3208689.3200000003,1,53382.98,0.06810749100638436,0.04434714279163626,0.005934718100890208,0.0007097888758078906
2013-12-01,378,71683051.08,21,3753063.79,13,2555341.25,359,0,9,1922568.98,2,200069.55,0.05235636225656036,0.03564777463431597,0.0,0.0027910300550225966
2014-01-01,369,69771266.59,21,3705016.24,15,2770848.32,348,5,7,1291203.19,2,80070.19,0.05310232164440918,0.03971331545810196,0.014367816091954023,0.0011476098100743966
2014-02-01,392,74012892.07,26,5247447.29,16,2878782.05,336,2,13,2497728.51,0,0.0,0.07089909802520707,0.03889568383947627,0.005952380952380952,0.0
2014-03-01,383,72242316.38,27,5209722.45,15,2907384.52,358,1,8,1461802.83,1,87676.1,0.072114554336775,0.04024489614517535,0.002793296089385475,0.0012136391023069796
2014-04-01,368,68601667.93,28,4839100.72,16,2860103.9699999997,352,3,13,3103271.04,2,139925.18,0.07053911174488843,0.04169146401685746,0.008522727272727272,0.002039676063602088
2014-05-01,412,78031854.12,27,4742573.05,18,3054523.29,336,4,7,1296794.82,0,0.0,0.060777397941957294,0.03914456890006294,0.011904761904761904,0.0
2014-06-01,397,75096302.32,27,4457011.75,19,3019327.38,376,3,14,2490898.83,1,33922.06,0.059350615307366315,0.04020607255912624,0.007978723404255319,0.00045171411843224294
2014-07-01,385,72664064.14,22,3540405.94,20,3296844.62,360,2,12,2275780.75,0,0.0,0.04872292765208935,0.04537104632143963,0.005555555555555556,0.0
2014-08-01,417,78570590.41,22,3644216.31,17,2682684.79,348,0,4,1141684.97,2,130414.14000000001,0.046381429628867675,0.03414362519106849,0.0,0.00165983403356737
2014-09-01,405,76354288.8,28,5306390.21,16,2572151.25,382,1,11,1898028.71,0,0.0,0.06949695024858905,0.0336870566201908,0.002617801047120419,0.0
2014-10-01,393,74021007.74,26,4710602.25,17,2806565.92,371,2,10,1732342.35,1,70508.86,0.06363872086889262,0.037915802630762725,0.005390835579514825,0.000952552013985861
2014-11-01,435,83483135.73,26,4526556.18,20,3481901.05,360,4,6,1050219.03,1,92509.29,0.054221204563275206,0.04170783739198676,0.011111111111111112,0.00110811949253071
2014-12-01,426,81739936.46,26,4377007.1,19,3221991.1,400,0,7,1307915.04,0,0.0,0.053547963083405606,0.03941758752867032,0.0,0.0
2015-01-01,412,78477805.55,34,6130949.11,22,3793113.3,391,4,14,3101783.67,0,0.0,0.07812335050696383,0.04833358009205954,0.010230179028132993,0.0
2015-02-01,437,83892134.22,33,6085018.43,22,3744641.52,373,2,15,2098601.61,2,48242.89,0.07253383748758323,0.044636384028328514,0.005361930294906166,0.0005750585611934382
2015-03-01,425,81557898.86,31,5925189.18,26,4907840.09,399,6,11,2062439.65,1,21965.72,0.07265009597869868,0.0601761467448378,0.015037593984962405,0.000269326702956212
2015-04-01,412,77814340.59,33,6461769.14,25,4971522.64,383,3,10,3053742.4,2,86186.3,0.08304085199470813,0.06388954275401126,0.007832898172323759,0.0011075889013069126
2015-05-01,449,85117281.05,29,5618633.38,24,4782021.0,369,1,12,2274537.12,1,-1683.64,0.06601048941753057,0.056181552570868924,0.0027100271002710027,-1.978023709440376e-05
2015-06-01,437,82488395.73,31,6321423.24,25,4892234.05,407,3,11,2272747.4699999997,1,92904.32,0.07663409118406429,0.05930814882148029,0.007371007371007371,0.001126271388573167
2015-07-01,427,80876635.65,34,6921431.39,25,4932001.12,394,1,9,1273393.6099999999,1,29184.45,0.08558011018105449,0.06098177898180165,0.0025380710659898475,0.00036085143460093963
2015-08-01,447,85329117.71,38,7790988.7,28,5879260.78,385,4,15,2615101.48,1,49277.92,0.09130515947063342,0.06890099110108332,0.01038961038961039,0.000577504154765507
2015-09-01,436,82935770.52,36,7500900.61,27,5603821.01,405,4,9,1871208.05,2,147099.01,0.09044228519214342,0.06756820338033317,0.009876543209876543,0.0017736497662914582
2015-10-01,422,79895550.29,40,8270599.75,26,5497017.01,394,4,12,2327158.78,0,0.0,0.10351765173379344,0.06880254269539746,0.01015228426395939,0.0
2015-11-01,471,89767039.5,40,8034408.84,29,6254371.25,379,5,9,1733870.78,1,40647.4,0.08950288307101852,0.06967335989731509,0.013192612137203167,0.0004528098534429221
2015-12-01,457,87549547.55,33,6715928.92,28,5981659.14,424,4,11,1501075.5,3,78809.45,0.0767100357219379,0.06832313024329273,0.009433962264150943,0.0009001697005343348
2016-01-01,446,85378884.18,31,6260064.14,25,5126565.49,409,0,11,1997320.9,0,0.0,0.07332098797171231,0.06004488743600724,0.0,0.0
2016-02-01,459,87664256.72,29,5933220.45,23,4793013.9399999995,401,2,8,1512698.77,2,70554.37,0.0676811812703863,0.05467466581401478,0.004987531172069825,0.000804824824162383
2016-03-01,447,85035019.3,33,6393202.8,23,4666497.83,414,2,11,2280285.2,1,39368.02,0.07518317573898639,0.05487736544795493,0.004830917874396135,0.00046296243975803975
2016-04-01,430,81725950.1,30,5382130.47,24,4657507.7,401,2,17,3136846.68,0,0.0,0.06585583236920974,0.056989336854463814,0.004987531172069825,0.0
2016-05-01,438,82356650.41,28,4806391.84,23,4118278.57,384,1,9,1871486.1300000001,1,252052.97,0.058360700879311056,0.05000541607141353,0.0026041666666666665,0.003060505359860956
2016-06-01,428,80159890.11,33,6262922.22,20,3498138.59,392,1,7,1377357.62,3,313504.25,0.07813037432318905,0.04363951329274096,0.002551020408163265,0.003910986524180504
2016-07-01,414,77570169.91,31,6258368.5,16,2738660.2199999997,384,0,9,1537718.05,4,183160.34,0.08068009271168554,0.03530558490689788,0.0,0.0023612213330525115
2016-08-01,416,78059738.45,23,4313872.06,14,2468690.87,374,2,14,2237493.9899999998,2,67176.14,0.05526372680281508,0.031625661564076125,0.0053475935828877,0.000860573470189484
2016-09-01,407,76320860.12,23,4022336.94,12,2336638.58,377,2,7,1178028.7,2,75095.43,0.05270298229967065,0.030615988555764195,0.005305039787798408,0.0009839437066344213
2016-10-01,396,74170674.13,21,3920361.32,12,2377967.81,368,1,11,1980031.82,0,0.0,0.052855948337866346,0.03206075498022442,0.002717391304347826,0.0
2016-11-01,409,76026506.99,25,4152545.63,15,2571023.81,356,3,5,1018805.4299999999,1,115836.03,0.054619708236052424,0.0338174659311676,0.008426966292134831,0.0015236268847026771
2016-12-01,396,73294539.21,24,4281839.88,14,2446930.24,367,0,13,2565928.31,0,0.0,0.05841963025010469,0.03338489151271111,0.0,0.0
2017-01-01,386,71336607.0,27,5154090.94,12,2059227.7,354,1,10,1797137.37,0,0.0,0.07225029556003414,0.02886635328759048,0.002824858757062147,0.0
2017-02-01,403,74860966.17,23,4217665.41,14,2567677.5,344,2,9,1298822.82,0,0.0,0.05633998097783301,0.03429928347664017,0.005813953488372093,0.0
2017-03-01,395,73532382.54,25,4587780.33,17,2920099.16,360,2,8,1153688.21,0,0.0,0.062391291721091015,0.03971174412051085,0.005555555555555556,0.0
2017-04-01,384,71238169.7,24,4384818.859999999,20,3714819.91,350,3,10,1869273.46,1,40597.06,0.06155153730739378,0.05214648166346699,0.008571428571428572,0.0005698779203755989
2017-05-01,392,72500275.07,25,5110376.72,16,3331933.48,338,1,17,3101686.81,3,143629.49,0.07048768732347377,0.04595752880638002,0.0029585798816568047,0.0019810888974052
2017-06-01,386,71088731.25,27,5550209.17,14,2736305.29,350,1,6,1252747.29,0,0.0,0.07807438777436332,0.038491407032953624,0.002857142857142857,0.0
2017-07-01,374,69178370.06,23,4607885.27,16,3032682.84,343,4,11,1619130.49,1,36673.44,0.06660875741945747,0.04383859922356777,0.011661807580174927,0.0005301287088463096
2017-08-01,379,70941502.97,23,4489322.8,17,3557386.15,329,2,16,2487519.22,0,0.0,0.06328203677751881,0.05014534512335269,0.0060790273556231,0.0
2017-09-01,372,69074175.69,26,4766477.52,14,3028344.34,335,1,4,1042091.54,2,159727.93,0.06900520306447974,0.04384191790562937,0.0029850746268656717,0.002312411670561913
2017-10-01,366,67652409.16,27,5051391.63,16,3448654.34,331,4,5,1114212.58,1,29480.04,0.07466684029024459,0.05097607583853855,0.012084592145015106,0.0004357574307557742
2017-11-01,379,69878031.45,26,4716742.64,15,2949291.4,322,1,7,1222671.18,2,38707.62,0.06749964963416266,0.04220627483059985,0.003105590062111801,0.0005539311740299462
2017-12-01,372,68595337.62,24,4357639.45,11,2269116.99,337,0,4,521792.44,2,125198.57,0.06352675854064846,0.03307975539927083,0.0,0.0018251760884036596
2018-01-01,363,66852557.42,19,4048695.3,10,2231404.11,333,1,8,1375599.44,0,0.0,0.06056156198429544,0.033377991749533875,0.003003003003003003,0.0
2018-02-01,377,69735725.69,22,4537727.92,11,2266671.01,325,2,9,1586406.2,0,0.0,0.06507034773211952,0.032503727287160604,0.006153846153846154,0.0
2018-03-01,371,68543182.47,25,5265309.02,15,3360722.0700000003,339,2,6,1030486.39,0,0.0,0.07681739934244404,0.04903072703796504,0.0058997050147492625,0.0
2018-04-01,361,66443211.42,23,5090789.11,17,3738750.8,331,2,10,1942239.67,0,0.0,0.07661864923746939,0.05626986896173117,0.006042296072507553,0.0
2018-05-01,376,69107068.06,27,5683559.9,19,4042118.27,321,3,7,1163747.81,0,0.0,0.08224281624949609,0.058490663595951724,0.009345794392523364,0.0
2018-06-01,367,67066872.31,22,4900386.14,17,3545323.07,333,2,6,1262557.1,3,113715.27,0.07306716373098747,0.05286250794002473,0.006006006006006006,0.00169555051671978
2018-07-01,349,63238975.63,24,4821047.5,14,2711813.71,325,1,16,3262550.65,2,164145.43,0.07623538256228392,0.042881999320582606,0.003076923076923077,0.0025956370792655737
2018-08-01,360,64959278.84,22,4077831.99,12,2298176.38,308,1,12,2443536.0300000003,1,138933.12,0.06277520414048982,0.035378723733380656,0.003246753246753247,0.0021387725122719355
2018-09-01,351,63106401.26,23,4156648.36,15,2743832.97,319,1,9,1699908.4100000001,0,0.0,0.06586730152579136,0.04347947141994895,0.003134796238244514,0.0
2018-10-01,344,61845490.5,22,3826278.77,15,2729109.63,309,2,7,1114073.52,0,0.0,0.06186835513900565,0.044127867819238976,0.006472491909385114,0.0
2018-11-01,361,65235572.21,20,3144564.27,13,2405219.24,301,1,6,1201458.75,2,92500.43,0.04820321434258789,0.036869750023152285,0.0033222591362126247,0.0014179446407280925
2018-12-01,350,62991847.47,15,3089952.7800000003,12,2258538.62,319,1,9,1743793.1500000001,1,0.0,0.049053217267069314,0.035854459119898555,0.003134796238244514,0.0
2019-01-01,343,61272379.32,15,2835650.2800000003,9,1551392.46,310,0,5,1046574.96,2,45805.46000000001,0.0462794216818411,0.02531960529715561,0.0,0.0007475710998715629
2019-02-01,354,63199597.58,13,2251829.6,5,749928.45,306,0,12,2347241.2199999997,1,71727.05,0.035630442063330624,0.011866032043174284,0.0,0.0011349289037672382
2019-03-01,348,61844023.49,15,2938915.75,6,935778.77,320,1,6,1200248.3699999999,0,0.0,0.04752141895287932,0.015131272468896088,0.003125,0.0
2019-04-01,340,60804893.56,11,2195593.93,7,1339299.4300000002,314,2,6,685074.24,1,7667.77,0.03610883600731033,0.0220261783482678,0.006369426751592357,0.00012610448848880446
2019-05-01,341,61408305.55,12,2482957.04,8,1580299.4300000002,307,1,16,2340882.88,0,0.0,0.040433570308796775,0.025734294666594985,0.003257328990228013,0.0
2019-06-01,329,59070773.82,11,2215010.06,7,1457445.86,307,1,11,2038123.33,1,59449.77,0.03749756295303599,0.024672875700614955,0.003257328990228013,0.0010064159677534421
2019-07-01,320,57254838.11,9,1867083.82,7,1609793.44,295,0,9,1672579.17,0,0.0,0.032610061990095814,0.02811628664301187,0.0,0.0
2019-08-01,343,61050939.94,11,2192535.37,7,1559565.47,287,0,5,1174318.95,1,0.0,0.03591321234619472,0.02554531464270196,0.0,0.0
2019-09-01,331,58371941.06,10,1719279.5,5,1054291.6500000001,312,0,12,2540380.17,0,0.0,0.02945386890994027,0.01806161712039528,0.0,0.0
2019-10-01,322,56890164.29,14,2322851.5100000002,7,1413256.2000000002,300,2,8,1207719.94,0,0.0,0.040830458814623334,0.024841837207498073,0.006666666666666667,0.0
2019-11-01,335,60101284.85,11,1930693.4000000001,6,1233191.52,291,0,6,745475.34,1,89343.06,0.03212399543235389,0.020518555020542128,0.0,0.001486541597621103
2019-12-01,328,58617593.92,16,2996106.3000000003,8,1531668.9400000002,305,1,7,1338452.4,0,0.0,0.05111274789082984,0.0261298500598709,0.003278688524590164,0.0
2020-01-01,313,55943669.28,17,3018009.21,10,1756426.6800000002,297,1,14,2357668.96,0,0.0,0.053947287491901176,0.03139634390459846,0.003367003367003367,0.0
2020-02-01,324,58113085.78,13,2271828.72,8,1529567.95,282,3,11,2114233.39,2,128720.13,0.039093238459243285,0.02632054260189382,0.010638297872340425,0.002214993891174505
2020-03-01,310,55145925.82,13,2427730.2600000002,8,1529567.95,293,0,14,2829576.94,0,0.0,0.044023746521624725,0.027736735348185326,0.0,0.0
2020-04-01,304,53603813.91,19,3341064.54,9,1665194.85,280,2,6,1413213.14,0,0.0,0.06232885864445387,0.031064857675907862,0.007142857142857143,0.0
2020-05-01,320,55038287.98,25,4488301.54,10,1928253.02,273,2,6,1500956.06,0,0.0,0.08154871280936236,0.03503475654440224,0.007326007326007326,0.0
2020-06-01,315,54147751.09,32,5245283.8,14,2412844.91,289,0,5,765658.24,0,0.0,0.09686983659361428,0.044560390070301624,0.0,0.0
2020-07-01,310,53180009.67,37,5838376.2,20,3388667.7,284,0,5,852011.4199999999,0,0.0,0.10978516619739456,0.06372070484807793,0.0,0.0
2020-08-01,337,57559316.79,43,6936627.1,28,4515952.74,281,0,3,749914.22,0,0.0,0.12051267261054646,0.07845737218313498,0.0,0.0
2020-09-01,330,56186626.01,46,7529768.65,28,4253130.45,309,0,6,1011418.35,1,103029.18,0.134013539959845,0.0756964913544201,0.0,0.0018336957976736856
2020-10-01,322,54869523.37,53,8837027.47,34,5240431.13,304,0,7,1032846.4299999999,1,63570.13,0.1610552985928006,0.09550713780876789,0.0,0.0011585690214826446
2020-11-01,339,58470801.17,58,9361794.120000001,38,5886579.51,299,0,3,409996.25,1,41300.4,0.16011058396106462,0.1006755404784887,0.0,0.0007063422968999828
2020-12-01,333,57562135.97,60,9624350.1,37,5988005.59,317,0,4,585810.29,1,63907.41,0.16719932187742267,0.10402681361791029,0.0,0.0011102334707194848
2021-01-01,328,56669545.09,56,9227755.01,34,5775181.59,313,0,5,847224.05,0,0.0,0.16283446417903827,0.10190979265543985,0.0,0.0
2021-02-01,352,61889746.97,60,9849364.62,37,6312007.61,309,0,4,464100.76,0,0.0,0.15914372092641307,0.10198793692046662,0.0,0.0
2021-03-01,352,61816610.7,62,10165767.72,36,6117930.76,333,0,0,0.0,0,0.0,0.16445042206107233,0.09896904231276464,0.0,0.0
2021-04-01,339,59121571.76,57,9821528.120000001,37,6184545.89,333,0,12,2401266.27,0,0.0,0.1661242728774165,0.10460726441958856,0.0,0.0
2021-05-01,359,62574738.92,45,7358504.9,41,6687640.03,322,0,8,1558706.01,0,0.0,0.11759545508304296,0.1068744375993315,0.0,0.0
2021-06-01,337,58318437.75,42,6890412.54,34,5504419.98,342,1,22,4170173.88,0,0.0,0.1181515281588626,0.09438558700074233,0.0029239766081871343,0.0
2021-07-01,324,56085743.37,35,5800931.74,24,3991174.9,319,3,13,2170765.58,0,0.0,0.1034297022994063,0.07116202193612826,0.009404388714733543,0.0
2021-08-01,335,58704507.9,26,4310343.6,18,2860915.29,303,1,7,1359757.98,0,0.0,0.07342440562388225,0.048734166971868956,0.0033003300330033004,0.0
2021-09-01,317,55294134.09,15,2534755.42,11,1871176.25,313,3,18,3332315.58,0,0.0,0.045841307793594924,0.033840411479350824,0.009584664536741214,0.0
2021-10-01,303,53401631.67,12,1877892.19,9,1417217.27,293,3,14,1788972.78,0,0.0,0.03516544591005378,0.026538838340330436,0.010238907849829351,0.0
2021-11-01,314,55723594.07,10,1457431.03,8,1274194.35,278,0,11,2048656.6300000001,0,0.0,0.02615464875020758,0.022866334651698107,0.0,0.0
2021-12-01,303,53324527.03,9,1452617.3,8,1274194.35,290,0,11,2255335.75,0,0.0,0.027241072371495537,0.023895089576381003,0.0,0.0
2022-01-01,295,52071808.57,11,1985431.68,7,1188633.81,279,0,8,1114395.34,0,0.0,0.03812872520705689,0.022826820167041493,0.0,0.0
2022-02-01,303,53535980.58,6,1170186.41,4,712127.8300000001,272,0,9,1486856.07,1,0.0,0.021857942963263082,0.013301854608525414,0.0,0.0
2022-03-01,298,52611363.24,8,1384932.5,4,795589.08,281,2,4,576622.99,1,103760.72,0.026323828441439184,0.015122000856938827,0.0071174377224199285,0.0019722112032465175
2022-04-01,288,50720587.69,8,1262003.75,4,795589.08,275,0,10,1753990.52,0,0.0,0.024881489104843613,0.015685722824478575,0.0,0.0
2022-05-01,309,55110497.13,8,1362219.81,5,966476.65,266,1,6,1440577.62,0,0.0,0.024717973542983353,0.017537070074330502,0.0037593984962406013,0.0
2022-06-01,302,53645155.8,9,1736446.48,6,991446.48,287,2,6,1153359.88,0,0.0,0.032369119897308604,0.01848156586023001,0.006968641114982578,0.0
2022-07-01,294,52443589.1,11,2036020.71,5,853103.76,279,0,8,1065511.65,0,0.0,0.038823061978418255,0.01626707429145043,0.0,0.0
2022-08-01,316,57304536.38,11,1709658.6,6,1023031.8500000001,272,2,8,1484298.32,1,73517.86,0.029834611847530664,0.017852545620752128,0.007352941176470588,0.0012829326375225444
2022-09-01,314,56882862.39,11,1753162.26,7,1130270.1300000001,293,1,2,279376.86,0,0.0,0.030820570314833623,0.01987013456268511,0.0034129692832764505,0.0
2022-10-01,312,56426609.19,11,1753487.13,6,1024123.15,290,1,2,314297.07,0,0.0,0.03107553608432589,0.018149648981238033,0.0034482758620689655,0.0
2022-11-01,327,59456245.16,13,1997593.31,8,1314577.45,287,1,11,2091296.04,0,0.0,0.03359770373363417,0.022109997805317177,0.003484320557491289,0.0
2022-12-01,318,57702695.76,12,1778504.27,7,1044062.63,302,2,7,1255603.8599999999,1,32995.61,0.030821857567924486,0.018093827614961328,0.006622516556291391,0.0005718209446788591
2023-01-01,311,56641028.07,16,2776308.95,9,1341024.26,294,2,6,870421.55,0,0.0,0.04901586437606482,0.023675846037658262,0.006802721088435374,0.0
2023-02-01,327,58889091.79,17,3126778.54,9,1223593.53,286,1,7,1368599.1199999999,1,49509.21,0.05309605641652909,0.020777931749454817,0.0034965034965034965,0.0008407195372710298
2023-03-01,319,57737208.19,15,2343390.95,12,1960082.81,302,3,8,1015258.15,0,0.0,0.04058718846066187,0.03394834754652172,0.009933774834437087,0.0
2023-04-01,313,56704626.4,16,2546534.34,11,1845578.53,291,0,6,897085.1,0,0.0,0.04490875792102917,0.03254723022035465,0.0,0.0
2023-05-01,337,62815884.93,18,2856491.77,12,1883703.04,285,2,10,1666955.22,0,0.0,0.04547403532057508,0.02998768610995671,0.007017543859649123,0.0
2023-06-01,331,61366238.71,20,3264558.77,13,2060584.0,307,1,6,1315847.46,0,0.0,0.053197960941152166,0.03357846339153609,0.003257328990228013,0.0
2023-07-01,322,59909228.82,20,3354582.41,12,1788340.74,301,1,9,1329816.54,0,0.0,0.05599441815682514,0.029850838931229626,0.0033222591362126247,0.0
2023-08-01,335,61915427.41,17,3178333.3,12,1967931.62,292,2,10,1716694.91,3,137992.16,0.05133346296639899,0.03178418856690567,0.00684931506849315,0.002228720139267145
2023-09-01,328,60390090.23,17,2836733.85,14,2221336.13,306,3,7,1402961.1600000001,0,0.0,0.04697349911543592,0.03678312321673774,0.00980392156862745,0.0
2023-10-01,317,58225523.95,18,2717535.5,12,1939931.58,296,0,10,1974489.19,1,31746.31,0.04667258129499408,0.03331754612746598,0.0,0.0005452301301274937
2023-11-01,332,60391867.92,16,2440245.09,11,1792513.44,287,1,5,885120.42,0,0.0,0.040406849035246724,0.02968137104774619,0.003484320557491289,0.0
2023-12-01,325,59086748.11,18,2995817.81,13,2179332.2,302,2,5,951300.49,1,8762.93,0.050702025510403405,0.03688360367950532,0.006622516556291391,0.00014830618167861127
2024-01-01,315,56990240.73,17,2869704.15,13,2228258.98,294,1,10,1976320.97,0,0.0,0.05035430826824654,0.03909895714525437,0.003401360544217687,0.0
2024-02-01,324,59299007.92,17,2614076.42,11,1944464.41,283,0,6,922911.81,0,0.0,0.04408297055368342,0.03279084217771851,0.0,0.0
2024-03-01,317,57679822.02,13,2095306.41,8,1349483.6199999999,293,0,5,1072907.42,1,80824.94,0.03632650616143492,0.023396112760751542,0.0,0.0014012688869250432
2024-04-01,307,55864070.02,14,2206527.39,10,1608996.0,288,2,10,1690319.4000000001,0,0.0,0.03949814951202154,0.02880198308902234,0.006944444444444444,0.0
2024-05-01,319,58338340.03,17,2662115.37,10,1538203.75,276,1,4,688800.86,0,0.0,0.0456323469031006,0.026366944092152633,0.0036231884057971015,0.0
2024-06-01,312,57296270.01,15,2511750.49,10,1643256.69,287,2,6,735648.5800000001,0,0.0,0.04383794075184337,0.028679994172625897,0.006968641114982578,0.0
2024-07-01,307,56483766.82,16,2923164.58,9,1591664.62,279,2,3,425352.79,2,22023.27,0.0517522952977873,0.028179151455536726,0.007168458781362007,0.0003899044139563637
2024-08-01,308,56916094.72,10,1616189.82,6,945936.78,274,0,12,2262946.41,2,9692.46,0.028396006928284204,0.01661984689310743,0.0,0.0001702938342428846
2024-09-01,302,55861605.92,13,2431247.7,9,1403777.32,277,3,6,937870.8800000001,0,0.0,0.04352269613375984,0.02512955538747605,0.010830324909747292,0.0
2024-10-01,297,54434384.839999996,12,2045977.12,9,1403777.32,269,0,5,1312018.87,0,0.0,0.037586116312580346,0.02578842994416395,0.0,0.0
2024-11-01,305,55786541.97,12,2279621.75,8,1259893.77,264,0,3,793410.54,0,0.0,0.040863291924885733,0.022584188327670958,0.0,0.0
2024-12-01,296,54243588.25,13,2328717.57,9,1527216.03,272,1,9,1428303.25,0,0.0,0.04293074343215117,0.028154775140636093,0.003676470588235294,0.0
2025-01-01,289,52926494.339999996,15,2699908.85,9,1672884.72,263,1,6,1050528.67,1,28248.08,0.051012425509533575,0.03160769933586348,0.0038022813688212928,0.0005337228613430209
2025-02-01,304,55764819.02,11,1804245.51,10,1706940.49,257,2,3,756535.79,1,0.0,0.032354547933759255,0.030609630229191765,0.007782101167315175,0.0
2025-03-01,295,54065486.98,16,2619754.45,9,1564052.4,271,0,8,1444847.8,1,28753.77,0.048455208605983784,0.028928850683959936,0.0,0.0005318322576218845
2025-04-01,292,53387303.54,20,3322922.3,9,1564052.4,263,0,3,570432.71,0,0.0,0.06224180806416506,0.029296336325136677,0.0,0.0
2025-05-01,313,57115476.94,15,2516519.49,9,1499920.65,260,2,6,1206715.27,0,0.0,0.04406020267752666,0.026261194519581296,0.007692307692307693,0.0
2025-06-01,300,54142769.68,16,2979962.0,6,1037375.0900000001,279,2,11,2533785.26,2,119283.28,0.055038964899883566,0.019159993035657352,0.007168458781362007,0.0022031248254383725
2025-07-01,292,52197003.84,13,2365624.3200000003,8,1393187.35,267,1,8,1841982.43,0,0.0,0.04532107488873063,0.026690944834124028,0.003745318352059925,0.0
2025-08-01,313,55945759.69,12,2255215.86,8,1565630.76,258,1,4,694596.91,0,0.0,0.040310755855248626,0.027984797573136683,0.003875968992248062,0.0
2025-09-01,305,54334698.17,14,2542766.8,9,1694841.3,278,1,7,1338909.3599999999,0,0.0,0.046798213400289876,0.03119261461059847,0.0035971223021582736,0.0
2025-10-01,297,52869341.86,13,2340692.5100000002,9,1808074.77,270,2,7,1248364.47,1,0.0,0.044273153923463655,0.03419892713602998,0.007407407407407408,0.0
2025-11-01,319,56040798.93,17,2664214.5,8,1507792.87,262,0,6,1471319.05,1,59681.91,0.047540623097251766,0.026905270781085205,0.0,0.0010649725046666106
2025-12-01,313,54910928.47,15,2281141.09,8,1234890.6600000001,286,1,4,739551.5599999999,1,0.0,0.04154257000491764,0.0224889779577242,0.0034965034965034965,0.0
2026-01-01,306,53540334.83,18,2678013.77,11,1674315.61,281,3,7,1260350.01,0,0.0,0.05001862200718703,0.031272042196154495,0.010676156583629894,0.0
2026-02-01,300,52070506.66,16,2505507.63,12,1745731.6700000002,271,1,6,1362601.01,0,0.0,0.04811759651888895,0.0335263046583922,0.0036900369003690036,0.0
2026-03-01,284,49193682.79,16,2532364.34,12,1830047.3800000001,265,1,15,2681565.05,1,0.0,0.05147742954741283,0.03720086149703776,0.0037735849056603774,0.0
